mse,abs_percentage_median,abs_percentage_mean,abs_percentage_std,sqr_percentage,sqr_std,div_max,div_min,div_avg,batch,dimensions,early_stopping,epochs,l_rate
0.012630077078938484,85.0878,-inf,nan,-inf,nan,-0.035851657,-0.48794484,-0.306827,10,"[8, 4, 2, 1]",10,500,0.0005
