mse,abs_percentage_median,abs_percentage_mean,abs_percentage_std,div_max,div_min,div_avg,n
2.4643081909251245e-16,99.60789173958004,99.41976469556725,0.6527063944960181,0.34542003173189695,-1.754730504093024,-0.33229789731761966,184
2.1380519247137324e-16,99.61169543983135,99.426754670937,0.644420405548209,0.3447203774390797,-1.7539062646037182,-0.33238874795743023,185
2.4325121503238243e-16,99.61422831385268,99.43190255699446,0.6372685488656139,0.34360363987355846,-1.7522484351968637,-0.33204412211006534,186
2.527278486230535e-16,99.61823338514792,99.43755918599487,0.6293264165978112,0.3425644707333211,-1.7513130593281794,-0.33206421364647504,187
2.8074450076315694e-16,99.62072648264225,99.4426006321845,0.622255169472749,0.35792480599254084,-1.7488475273900501,-0.33191495047015596,188
3.764773172381044e-16,99.62351370950783,99.44756002433934,0.6164697379512215,0.3606120161094388,-1.7483135549972335,-0.3311724690954431,189
6.336420264059513e-16,99.62753488513127,99.45293105781334,0.6111736120019273,0.35852923667670833,-1.7437017375181048,-0.3313096159764886,190
6.756943025216807e-16,99.63140708722128,99.45796953542728,0.6054227045141403,0.3586407629251802,-1.7435165073929904,-0.33132338063580064,191
6.021102021759645e-16,99.63370748497516,99.46158114337526,0.6005410840168495,0.36185394257932746,-1.74342467463641,-0.33086411817131905,192
4.0783223120918957e-16,99.6371612598544,99.46704584038687,0.5947752761603344,0.36243757256897524,-1.7449190622866182,-0.3306809102218738,193
3.9599195045549257e-16,99.64030027780571,99.47243811127164,0.5871996678052198,0.42837467223608794,-1.705361495673122,-0.3313689917200008,194
4.1661552620287653e-16,99.642624052364,99.47615695326573,0.5830665741106873,0.4115474663355627,-1.6894121659546768,-0.3319350255245995,195
4.0892324402916156e-16,99.64483245027355,99.48077029288113,0.577361182591063,0.4126606126618668,-1.694432936077567,-0.3320297094856945,196
4.077733796557984e-16,99.64843219777299,99.48531143433709,0.57158542104925,0.4275696186732416,-1.6721116728724223,-0.33190757898370593,197
4.1148698891074166e-16,99.65135833106407,99.48929746223298,0.5675730692430386,0.42140846628735673,-1.6669745116377785,-0.33278081302719925,198
4.0318145441484537e-16,99.65383201290325,99.49368863601237,0.5632378502407532,0.4157466104559955,-1.6719527464184545,-0.33280164816628366,199
3.5192835545164494e-16,99.65670989924406,99.49755302838886,0.5592002739262742,0.41644915641020397,-1.6753809180269348,-0.33303777509320887,200
2.254370248245508e-16,99.65917521109097,99.5015976851509,0.5558525228716634,0.4166767125959119,-1.6755406539962596,-0.33302361578028483,201
2.269517052591862e-16,99.66224501271427,99.50633799803207,0.5497706498214365,0.4202831385829011,-1.6736145151516044,-0.3326011739642304,202
2.226083615802888e-16,99.66494482131984,99.51058429026048,0.5443476019466503,0.42006702656741624,-1.673744835406957,-0.33267038360247886,203
2.2348058542923685e-16,99.66963520222927,99.51561435547184,0.540238849585255,0.42113576364237204,-1.673579259120954,-0.3326729128285959,204
2.1872987573393102e-16,99.67154608021778,99.52018599765375,0.5339122247636694,0.39479358045545965,-1.6819264483323222,-0.3347270640477204,205
1.615933852245446e-16,99.67422065801401,99.52498462073265,0.5280742492209338,0.3998815627319683,-1.6807741566366774,-0.33425696398807714,206
1.6453060773548003e-16,99.67755781014134,99.52940373856472,0.5236522293649954,0.39970841935628343,-1.6818362832350884,-0.3341645169365123,207
