Accuracy,Running Time,Loss,batch,dimensions,early_stopping,epochs,l_rate
0.003650260390713811,1400.5515983104706,0.003650260390713811,10,"[24, 12, 6, 3]",10,500,0.0005
0.0024859101977199316,1764.1253547668457,0.0024859101977199316,10,"[32, 16, 8, 4]",10,500,0.0005
0.0023158101830631495,1556.651160478592,0.0023158101830631495,10,"[40, 20, 10, 5]",10,500,0.0005
0.002253078855574131,1068.9820110797882,0.002253078855574131,10,"[48, 24, 12, 6]",10,500,0.0005
0.0020148702897131443,1299.4567532539368,0.0020148702897131443,10,"[56, 28, 14, 7]",10,500,0.0005
