Accuracy,Running Time,Loss,batch,dimensions,early_stopping,epochs,l_rate
0.0010655912337824702,1167.5331797599792,0.0010655912337824702,10,"[160, 80, 40, 20]",10,500,0.0005
0.000483625044580549,874.648354768753,0.000483625044580549,10,"[512, 256, 128, 64]",10,500,0.0005
