mse,sqr_percentage,abs_percentage_median,abs_percentage_mean,abs_percentage_std,div_max,div_min,div_avg,batch,dimensions,early_stopping,epochs,l_rate
2.0315268256999484e-07,inf,97.42291,-inf,nan,2.583076,-3.851972,-0.34699486506171523,10,"[248, 124, 62, 31]",10,500,0.0005
7.850208008068507e-08,inf,97.43654,-inf,nan,3.7186856,-2.8274605,-0.14549331760965287,10,"[256, 128, 64, 32]",10,500,0.0005
1.1330176492670347e-06,inf,97.53966,-inf,nan,3.574831,-2.9554791,-0.12607524336315692,10,"[264, 132, 66, 33]",10,500,0.0005
1.1466730050933296e-05,inf,97.34396,-inf,nan,4.1086655,-3.2945755,-0.31104647607542574,10,"[272, 136, 68, 34]",10,500,0.0005
1.314943550777232e-09,inf,97.636826,-inf,nan,2.980315,-2.9570785,-0.006621644282713533,10,"[280, 140, 70, 35]",10,500,0.0005
8.142797196255861e-08,inf,97.441536,-inf,nan,6.765047,-8.315704,-0.08045789216645062,10,"[288, 144, 72, 36]",10,500,0.0005
7.856202618413276e-08,inf,97.65075,-inf,nan,2.5621052,-1.9182237,0.03201275904662907,10,"[296, 148, 74, 37]",10,500,0.0005
2.9945291955488104e-06,inf,96.325165,-inf,nan,1.1038115,-1.8356872,-0.027109850863926113,10,"[304, 152, 76, 38]",10,500,0.0005
3.359779832993407e-07,inf,97.60227,-inf,nan,3.163274,-4.28186,0.25172094187699257,10,"[312, 156, 78, 39]",10,500,0.0005
2.641031850665406e-06,inf,96.44435,-inf,nan,1.0638229,-1.1552138,-0.004279476953670382,10,"[320, 160, 80, 40]",10,500,0.0005
6.025169409752066e-07,inf,97.69234,-inf,nan,4.081336,-2.7289064,0.16197173674590887,10,"[328, 164, 82, 41]",10,500,0.0005
5.259840902544921e-07,inf,97.6922,-inf,nan,2.3929992,-2.487427,-0.03422791704535484,10,"[336, 168, 84, 42]",10,500,0.0005
8.209807427538537e-09,inf,97.66305,-inf,nan,2.219081,-2.5901232,-0.062084977980703115,10,"[344, 172, 86, 43]",10,500,0.0005
3.369138481548739e-06,inf,97.8333,-inf,nan,1.8749003,-2.2667465,0.16369328844361009,10,"[352, 176, 88, 44]",10,500,0.0005
7.875440602468642e-07,inf,97.79163,-inf,nan,2.3318264,-3.160684,0.06902499626390636,10,"[360, 180, 90, 45]",10,500,0.0005
2.3611473724691407e-07,inf,97.84134,-inf,nan,2.2475576,-2.5960019,0.13216086900327353,10,"[368, 184, 92, 46]",10,500,0.0005
8.381073988674494e-07,inf,97.7169,-inf,nan,2.6418152,-1.9292992,0.20850928292609752,10,"[376, 188, 94, 47]",10,500,0.0005
4.4585277723356717e-07,inf,97.71033,-inf,nan,4.47139,-4.2798605,-0.28355347431264816,10,"[384, 192, 96, 48]",10,500,0.0005
6.982886442957556e-08,inf,97.97403,-inf,nan,2.4282298,-2.8485737,-0.12698073842562735,10,"[392, 196, 98, 49]",10,500,0.0005
1.759267399718302e-06,inf,97.62905,-inf,nan,2.362443,-2.3587668,0.2142459282744676,10,"[400, 200, 100, 50]",10,500,0.0005
3.4346627322769156e-06,inf,97.797775,-inf,nan,2.9636347,-2.9406476,-0.17551234079524874,10,"[408, 204, 102, 51]",10,500,0.0005
4.8695389348164895e-06,inf,97.658356,-inf,nan,3.0240119,-2.76296,-0.02988156341481954,10,"[416, 208, 104, 52]",10,500,0.0005
2.4126239312849775e-06,inf,97.9866,-inf,nan,1.6526258,-2.142708,0.06948734246194363,10,"[424, 212, 106, 53]",10,500,0.0005
0.0001608404041203472,inf,79.42274,-inf,nan,-5.5940175,-5.594825,-5.594444643855095,10,"[432, 216, 108, 54]",10,500,0.0005
9.732992279441104e-06,inf,80.327805,-inf,nan,-3.671978,-3.674473,-3.673339159190655,10,"[440, 220, 110, 55]",10,500,0.0005
2.9500079315665945e-06,inf,97.922935,-inf,nan,1.4863814,-2.6646132,-0.13495004210155456,10,"[448, 224, 112, 56]",10,500,0.0005
2.0870038653037024e-06,inf,80.26114,-inf,nan,2.1918023,2.189842,2.1908308565616608,10,"[456, 228, 114, 57]",10,500,0.0005
2.8190605168966357e-05,inf,80.36708,-inf,nan,0.23311508,0.23037231,0.23162509575486184,10,"[464, 232, 116, 58]",10,500,0.0005
0.0006091321790330367,inf,77.65143,-inf,nan,1.2843016,1.2667727,1.2751553556323052,10,"[472, 236, 118, 59]",10,500,0.0005
7.500986898571809e-07,inf,98.1585,-inf,nan,1.3069017,-1.8561146,0.0029039813531562685,10,"[480, 240, 120, 60]",10,500,0.0005
2.679223257702601e-06,inf,97.326096,-inf,nan,1.6739216,-1.7540703,-0.15926580056548117,10,"[488, 244, 122, 61]",10,500,0.0005
0.00017443721636496105,inf,79.99671,-inf,nan,2.5727172,2.5630832,2.567264883518219,10,"[504, 252, 126, 63]",10,500,0.0005
7.777106264783562e-05,inf,80.22911,-inf,nan,-0.70513964,-0.7089224,-0.7074107278883457,10,"[512, 256, 128, 64]",10,500,0.0005
