-5.988010391592979431e-02,-1.033467277884483337e-01,4.578459262847900391e-01,4.919270426034927368e-02
-1.585220918059349060e-02,5.519782304763793945e-01,3.883903920650482178e-01,1.205881163477897644e-01
-6.521959323436021805e-03,4.947207868099212646e-01,2.776471078395843506e-01,2.055692374706268311e-01
3.896558582782745361e-01,1.153633147478103638e-01,5.659865736961364746e-01,1.111813187599182129e-01
1.826698631048202515e-01,1.702640950679779053e-01,-5.669102072715759277e-01,-9.368896484375000000e-02
-9.340203553438186646e-02,1.919518113136291504e-01,5.017511844635009766e-01,-2.355702370405197144e-01
7.883653044700622559e-02,4.158768951892852783e-01,-3.620952665805816650e-01,2.315500378608703613e-01
1.597704440355300903e-01,3.834918439388275146e-01,1.982421875000000000e-01,6.620182096958160400e-02
6.993876397609710693e-02,-7.807533442974090576e-02,-1.555406749248504639e-01,-5.011185407638549805e-01
1.421373039484024048e-01,-4.222100377082824707e-01,4.044794291257858276e-02,-1.077135130763053894e-01
-1.078671291470527649e-01,2.028394639492034912e-01,3.938962817192077637e-01,-2.815519273281097412e-01
4.613429605960845947e-01,2.417637407779693604e-01,5.245346203446388245e-02,-4.398346319794654846e-02
-2.977469004690647125e-02,2.829023003578186035e-01,4.846235215663909912e-01,2.458216249942779541e-01
-9.917294979095458984e-02,-2.733172774314880371e-01,2.434580028057098389e-01,-9.609160572290420532e-02
2.463775724172592163e-01,1.691047251224517822e-01,-2.633762061595916748e-01,4.451678693294525146e-01
3.898046910762786865e-01,8.110520988702774048e-02,1.956416293978691101e-02,-1.911696195602416992e-01
1.103603094816207886e-01,2.675698399543762207e-01,1.247716918587684631e-01,4.515010416507720947e-01
4.723694920539855957e-01,-6.616315990686416626e-02,4.069076851010322571e-02,7.073891162872314453e-02
4.266145229339599609e-01,7.496990263462066650e-03,5.278521776199340820e-01,5.970802530646324158e-02
-1.526973992586135864e-01,-1.541781127452850342e-01,-2.897578179836273193e-01,-2.821883857250213623e-01
1.435080729424953461e-02,-2.873723804950714111e-01,-3.992123007774353027e-01,2.715608291327953339e-02
-8.172225207090377808e-03,1.150928214192390442e-01,-5.306223630905151367e-01,-8.568554371595382690e-02
1.801864653825759888e-01,-2.555926442146301270e-01,-4.970157444477081299e-01,-1.471220795065164566e-02
5.300844311714172363e-01,3.917275965213775635e-01,4.277527034282684326e-01,-5.711860209703445435e-02
4.231011271476745605e-01,5.634942054748535156e-01,-1.535197794437408447e-01,1.088561564683914185e-01
3.901539444923400879e-01,3.936952352523803711e-01,-7.804869860410690308e-02,3.753635287284851074e-01
2.170570045709609985e-01,1.787986308336257935e-01,-3.916405886411666870e-02,6.402340531349182129e-02
4.463034272193908691e-01,2.737558782100677490e-01,2.613149955868721008e-02,4.183163642883300781e-01
2.641661763191223145e-01,-1.897556930780410767e-01,5.165588855743408203e-01,-1.899304054677486420e-02
-1.363542955368757248e-02,4.740342497825622559e-01,3.972499668598175049e-01,2.195180654525756836e-01
3.553768396377563477e-01,2.874809503555297852e-01,-5.038263797760009766e-01,1.867322027683258057e-01
3.935208618640899658e-01,-2.237899899482727051e-01,-1.115942150354385376e-01,-4.081009626388549805e-01
2.114508152008056641e-01,4.082895219326019287e-01,1.157865673303604126e-01,4.294383823871612549e-01
4.681369960308074951e-01,1.069724336266517639e-01,-1.677277684211730957e-01,9.756889194250106812e-03
1.734124720096588135e-01,3.553231060504913330e-01,2.370060682296752930e-01,3.402749300003051758e-01
1.944598257541656494e-01,-1.013600751757621765e-01,1.885214354842901230e-03,1.189606115221977234e-01
2.115024775266647339e-01,3.659941256046295166e-01,5.454192757606506348e-01,1.044431179761886597e-01
1.476894021034240723e-01,-4.610962867736816406e-01,-4.153198376297950745e-02,-7.191795855760574341e-02
1.023961603641510010e-01,3.185228109359741211e-01,-2.674168944358825684e-01,3.786266744136810303e-01
-4.111151397228240967e-02,6.195774078369140625e-01,2.443445175886154175e-01,1.290678884834051132e-02
1.590462774038314819e-01,-2.785150110721588135e-01,-3.109200298786163330e-01,-2.902240455150604248e-01
4.494233727455139160e-01,3.880197927355766296e-02,-2.023716866970062256e-01,-2.642377018928527832e-01
2.197463959455490112e-01,2.065674811601638794e-01,-4.832747280597686768e-01,-3.099299967288970947e-01
1.023747697472572327e-01,-9.117007255554199219e-03,1.222503334283828735e-01,-5.292780399322509766e-01
1.654559820890426636e-01,2.607982158660888672e-01,-4.362852275371551514e-01,3.162925243377685547e-01
2.799971960484981537e-02,5.509537458419799805e-01,2.353216111660003662e-01,2.517745494842529297e-01
5.263903737068176270e-01,1.824781745672225952e-01,1.274905800819396973e-01,-2.334704101085662842e-01
4.488692581653594971e-01,-2.134584188461303711e-01,4.261180460453033447e-01,-3.465956449508666992e-02
-2.817680314183235168e-02,-2.942344546318054199e-01,3.065531253814697266e-01,4.795269668102264404e-02
3.207211196422576904e-01,-1.226777955889701843e-01,4.113722443580627441e-01,-3.107950091361999512e-01
-1.168124303221702576e-01,3.115711808204650879e-01,3.558340072631835938e-01,-2.046986222267150879e-01
3.348424136638641357e-01,6.048204302787780762e-01,-1.172717660665512085e-01,-8.799739927053451538e-02
-1.232597380876541138e-01,-1.953734755516052246e-01,3.717671334743499756e-01,-5.683267954736948013e-03
3.235788047313690186e-01,-2.578401863574981689e-01,2.356273829936981201e-01,-2.384617626667022705e-01
2.105334848165512085e-01,-7.177317515015602112e-03,2.878221869468688965e-01,-4.778867661952972412e-01
-9.098111838102340698e-02,-1.426333636045455933e-01,-4.510299563407897949e-01,5.451009050011634827e-02
1.204787790775299072e-01,-2.523894608020782471e-01,2.869188189506530762e-01,-2.979417145252227783e-01
4.320650994777679443e-01,-3.188475668430328369e-01,1.072537619620561600e-02,-1.909669339656829834e-01
4.273643791675567627e-01,-3.180462121963500977e-01,-5.595583934336900711e-03,-1.569586396217346191e-01
3.159056007862091064e-01,-3.490461409091949463e-01,-3.363519310951232910e-01,-2.176063656806945801e-01
6.152902171015739441e-02,-3.732458651065826416e-01,2.780831158161163330e-01,-9.267234057188034058e-02
-1.212512105703353882e-01,6.684228777885437012e-02,1.417014449834823608e-01,-4.071374833583831787e-01
3.180938065052032471e-01,5.437430143356323242e-01,-2.188645154237747192e-01,1.888018846511840820e-01
5.045276284217834473e-01,3.027937412261962891e-01,2.261347603052854538e-03,3.515158295631408691e-01
8.432766795158386230e-02,3.752501308917999268e-01,-3.499895334243774414e-01,2.941998839378356934e-01
-2.159616500139236450e-01,-1.540211439132690430e-01,2.465466707944869995e-01,-1.519191712141036987e-01
3.415133059024810791e-01,5.219554305076599121e-01,4.955193027853965759e-02,2.073871195316314697e-01
5.452767014503479004e-02,-1.850188374519348145e-01,4.551760256290435791e-01,1.082477197051048279e-01
1.168334558606147766e-01,1.016781479120254517e-01,-1.338574439287185669e-01,-2.920108474791049957e-02
-5.953015387058258057e-02,-1.416950374841690063e-01,-4.776367545127868652e-01,1.027011778205633163e-02
2.362382858991622925e-01,-1.394893378019332886e-01,4.977906942367553711e-01,-1.533860266208648682e-01
